id,dept,first,last,numratings,overall_rating
4244,Humanities,Tanya,Taylor-Cherry,125,3.9
4245,Education,Alice,TE,11,4.8
4246,Marketing,Paul,Tedesco,8,4.1
4247,Humanities,Patrick,Teed,0,
4248,Social Science,Mathew,Tegelberg,6,4.6
4249,Social Science,Matthew,Tegelberg,15,4.5
4250,Not Specified,Gill,Teiman,0,
4251,Humanities,Gill,Teimann,14,3.9
4252,TA,Rob,Teixeira,7,4
4253,English,Richard,Teleky,52,3
4254,Psychology,Jason,Telner,6,2.8
4255,Health,Nicole,Tenn Lynn,14,3.5
4256,Psychology,Thomas,Teo,19,3.3
4257,Physics,Andrei,Terekidi,15,3.7
4258,Social Science,Colline,Terry,1,2
4259,Humanities,Mark,Terry,35,4.8
4260,Education,Tatyana,Terzopoulos,1,5
4261,Sociology,Frehiwot,Tesfaye,26,2.2
4262,Mathematics,Alexandra,Teslya,2,3.5
4263,Visual Arts,Andrew,Testa,2,5
4264,Education,David,Tetley,0,
4265,Political Science,Monika,Thakur,18,3.8
4266,Mathematics,Emanoil,Theodorescu,51,1.6
4267,Environmental Studies,Gregory,Thiemann,3,4.3
4268,Geography,Joshua,Thienpont,24,4.9
4269,Education,Jesse,thistle,10,4.8
4270,Mathematics,Walter,Tholen,24,3.5
4271,Economics,Patricia,Thomas,0,
4272,Music,Bill,Thomas,0,
4273,Music,William,Thomas,10,4.2
4274,Geography,Edward,Thomas,2,3.5
4275,Sociology,Mark,Thomas,36,4.6
4276,Management,Mark,Thomas,6,2.8
4277,Business,Daniele,Thomassin-Singh,12,3.2
4278,Sociology,Andrew,Thompson,0,
4279,Management,Daniel,Thompson,4,4
4280,Social Work,Ann,Thompson,2,5
4281,Humanities,Shawn,Thompson,4,5
4282,Business Administration,Kelly,Thompson,0,
4283,History,Andrew,Thompson,11,3.5
4284,Film,Matthew,Thompson,0,
4285,Kinesiology,Samara,Thompson,1,1
4286,Education,Samara,Thompson,1,2
4287,Humanities,Sara,Thompson,33,4
4288,Humanities,Shawn,Thomson,47,4.8
4289,Psychology,Kendra,Thomson,12,3.5
4290,History,Andrew,Thomson,15,4.1
4291,Business,Kelly,Thomson,36,1.6
4292,Science,Leena,Thorat,8,4.8
4293,Communication,Michael,Thorn,3,4.2
4294,Anthropology,Catherine,Thorne,1,5
4295,Accounting,Linda,Thorne,35,2.5
4296,Education,Kurt,Thumlert,11,3.5
4297,Administration,Will,Thurber,8,2.1
4298,Visual Arts,Malcolm,Thurlby,23,4.8
4299,Finance,Yisong,Tian,0,
4300,Information Technology,Yanhua,Tian,82,2.1
4301,Psychology,Christine,Till,7,3.9
4302,Psychology,Kalinka,Timmer,5,3.4
4303,Accounting,Dorthy,Timmerman,2,5
4304,Environmental Studies,Peter,Timmerman,86,3.8
4305,Accounting,Dorothy,Timmermans,8,4.9
4306,Social Work,Natalya,Timoshkina,5,4.2
4307,Health Policy & Management,Roberta,Timothy,11,4.3
4308,Digital Arts,Jane,Tingley,5,4.8
4309,History,Jesus,Tirado,2,4.2
4310,Business Administration,Harman,Tiwana,0,
4311,Biology,Stephanie,Tobin,8,4.8
4312,Political Science,Ryan,Toews,13,3
4313,Sociology,David,Toews,25,2.3
4314,History,Joseph,Tohill,7,4.3
4315,Economics,Theodore,Tolias,141,3.5
4316,Economics,Henry,Tom,0,
4317,Political Science,Patrick,Tomlinson,0,
4318,Psychology,George,Tomou,2,5
4319,Mathematics,Andrew,Toms,9,3.9
4320,Psychology,Jonathan,Tong,6,3.2
4321,Philosophy,Ryan,Tonkens,2,4.2
4322,Criminology,�zg�n,Topak,45,3
4323,Psychology,Maggie,Toplak,17,4.3
4324,Computer Science,Anestis,Topsis,60,2.1
4325,Computer Science,Anestis,Toptsis,2,2.5
4326,Languages,Kiyoko,Toratani,19,3.2
4327,Humanities,Robert,Tordoff,52,4.4
4328,Health,Lynn,Torres,0,
4329,Social Science,Carlos,Torres,3,4.7
4330,Political Science,Antonio,Torres-Ruiz,21,4.4
4331,Sociology,Antonio,Torres-Ruiz,1,4.5
4332,Mathematics,Marco,Tosato,7,4.9
4333,Social Science,Tyler,Totten,11,4.9
4334,Business,Madeline,Toubiana,6,4.5
4335,Education,Pamela,Toulouse,0,
4336,Mathematics,George,Tourlakis,165,2.2
4337,Business,Fuminori,Toyasaki,25,2.6
4338,Design,Mary,Traill,26,1.8
4339,Social Science,Tony,Tran,0,
4340,Mathematics,Joe,Tran,1,5
4341,TA,Karen,Travers,2,1.8
4342,Education,David,Treherne,20,4.6
4343,Psychology,Lisa,Trepanier,0,
4344,History,Jeremy,Trevett,34,3.4
4345,Theatre,Julia,Tribe,1,1
4346,Biology,Ana,Trifonova,0,
4347,Film,Temenuga,Trifonova,15,3
4348,Health Science,Lauren,Tristani,1,4
4349,Accounting,Shanker,Trivedi,55,3.2
4350,Psychology,Krista,Trobst,74,3.3
4351,Languages,Anne-Sophie,Troit,5,4.4
4352,Mathematics,Allan,Trojan,45,2.4
4353,Biology,Nikolaus,Troje,5,2.6
4354,History,David,Trotman,23,2.9
4355,Administration,Yong,Troy,10,2.8
4356,Mathematics,Justin,Troyka,23,4.7
4357,Engineering,Peiying,Tsai,1,1
4358,Business,Kostas,Tsambourlianos,6,1.7
4359,Accounting,Santha,Tsang,11,1.9
4360,Business Administration,Albert,Tsang,4,4.8
4361,Health,Peter,Tsasis,0,
4362,Administration,Peter,Tsasis,46,3.7
4363,Languages,Shu-ying,Tsau,35,2.1
4364,Chemistry,Valeria,Tsoukanova,34,2.3
4365,Biology,Robert G,Tsushima,18,3.9
4366,Psychology,Eric,Tu,1,5
4367,Film,Dion,Tubrett,38,3.1
4368,Geography,Steven,Tufts,17,4
4369,Physics,Sean,Tulin,14,3.3
4370,Economics,Sara,Tumpane,0,
4371,Communication Studies,Joseph,Turcotte,1,5
4372,Humanities,Robert,Turdoff,1,4.5
4373,Sociology,Adnan,Turegun,0,
4374,Equity Studies,Uner,Turgay,1,5
4375,History,Melissa,Turkstra,18,3.2
4376,Management,Laurie,Turnbull,4,3.8
4377,Political Science,Lori,Turner,9,2
4378,Humanities,Alicia,Turner,21,4.5
4379,Psychology,Gary,Turner,27,4.1
4380,Computer Science,Gordon,Turpin,117,2.3
4381,Criminology,Natasha,Tusikov,22,4.6
4382,Social Work,Sukhpaul,Tut,3,3.7
4383,Economics,Purevdorj,Tuvaandorj,3,4.7
4384,Philosophy,Stanley,Tweyman,80,3.6
4385,Philosophy,Itamar,Tzadok,0,
4386,Computer Science,Vassilios,Tzerpos,22,2.9
4387,Computer Science,Gias,Uddin,3,5
4388,Accounting,Roberto,Umana,42,4.1
4389,Business Administration,Raehan Bobby,Umar,20,4.8
4390,Political Science,Sanober,Umar,8,4.4
4391,International Studies,Ayesha,Umar,2,5
4392,Biology,Suraj,Unniappan Moothathu,16,3.8
4393,English,John,Unrau,17,4.7
4394,History,Pheroze,Unwalla,6,5
4395,Languages,Shiv,Upadhyay,32,2.2
4396,Humanities,Priscila,Uppal,24,4.2
4397,Social Science,Andrew,Urie,5,4.8
4398,Computer Science,Ruth,Urner,24,3.5
4399,Social Science,Immaculee,Uwanyiligira,1,1
4400,Art Studio,Haley,Uyeda,0,
4401,Economics,Shervan,Vafa,12,3.7
4402,Social Science,Salimah,Vaiya,2,1
4403,Physics,Travis,Valdez,0,
4404,Accounting,Orazio,Valente,5,3.4
4405,English As A Second Language,Andrea,Valente,4,2.8
4406,Management,Michael,Valente,22,4.6
4407,"Languages, Lit., & Linguistics",Antonella,Valeo,9,3
4408,English,Karen,Valihora,99,3.7
4409,Anthropology,Merin,Valiyaparampil,7,4
4410,Languages,Pastor,Valle-Garay,32,4.1
4411,Environmental Studies,Jorge,Vallejos,0,
4412,Communication Studies,Davis,Vallesi,1,5
4413,Psychology,Vasanthi,Valoo,48,3.3
4414,Computer Science,Franck,Van Breugel,48,3.7
4415,Social Science,Lynne,Van Buskirk,22,3.5
4416,Nursing,Cheryl,Van Daalen,20,4.1
4417,Health Science,Cheryl,Van Daalen-Smith,30,3.7
4418,Music,Rob,Van Der Bliek,4,4.6
4419,History,Jessica,Van Horssen,7,4.1
4420,Applied Mathematics,E,Van Rensburg,11,2.9
4421,English As A Second Language,Saskia,Van Viegen,2,5
4422,Chemistry,Trevor,VandenBoer,17,3.2
4423,Music,Matt,Vander Woude,73,3.7
4424,Geography,Peter,Vandergeest,11,2.2
4425,Music,Matthew,Vanderwoude,2,5
4426,Finance,Kirk,Vandezande,12,2.2
4427,Humanities,Gail,Vanstone,47,4.2
4428,Civil Engineering,Sina,Varamini,1,5
4429,Film,Darrell,Varga,23,3.3
4430,Psychology,Jean,Varghese,91,3.2
4431,Psychology,Oshin,Vartanian,3,4.2
4432,Women's Studies,Vthu,Vas,0,
4433,History,Flavia,Vasconcellos Amaral,1,2
4434,Computer Science,Pooja,Vashisth,59,3.6
4435,Sociology,Milos,Vasic,10,4.2
4436,Not Specified,Mario,Vasilkovs,3,3.8
4437,Communication Studies,Sonia,Vassilev,5,4.5
4438,Psychology,Kelli,Vaughn-Blount,1,4.5
4439,Social Science,Luz Maria,Vazquez Garcia,4,3.5
4440,Sociology,Luz,Vazquez Garcia,1,4
4441,English,Debra,Veira,1,4.5
4442,Marketing,Luciana,Velloso,0,
4443,Philosophy,Andrea,Veltman,46,4
4444,Health,Sai,Vemulakonda,22,3.8
4445,Film,Ingrid,Veninger,2,3.5
4446,Nursing,Ramesh,Venkatesa Perumal,14,4.4
4447,Kinesiology,Nicole,Ventura,6,4.8
4448,Management,Ela,Veresiu,3,5
4449,Philosophy,Claudine,Verheggen,20,2.8
4450,Philosophy,James,Vernon,1,4
4451,Philosophy,Jim,Vernon,50,3.7
4452,Humanities,Krys,Verral,30,2
4453,Fine Arts Cultural Studies,Krys,Verrall,84,1.6
4454,Kinesiology,Michael,Vesia,28,4.7
4455,Biology,Mark,Vicari,154,4.2
4456,Visual Arts,Brandon,Vickerd,11,4.4
4457,Art History,Carmen,Victor,12,1.2
4458,Environmental Studies,Peter,Victor,10,4.1
4459,Fine Arts Cultural Studies,Bojana,Videkanic,2,4.2
4460,Mathematics,Zolt�n,Vidny�nszky,0,
4461,Portuguese,Patricia,Vieira,0,
4462,Media Studies,Tony,Vieira,4,4.2
4463,Health,Adrian,Viens,0,
4464,Health & Physical Education,Daniele,Vigliatore,0,
4465,Mathematics,Alessandro,Vignati,2,2.2
4466,Languages,Sergio,Villani,17,2.7
4467,Kinesiology,Suzanne,Ville,0,
4468,Philosophy,Sarah,Vincent,2,4.5
4469,Fine Arts,Erin,Vincent,0,
4470,Psychology,Larissa,Vingilis-Jaremko,2,3
4471,Business Administration,Lisa,Violo,38,4.3
4472,Liberal Studies,Livy,Visano,0,
4473,Multidisciplinary Studies,Livy,Visano,1,5
4474,Social Science,Livy,Visano,78,4.3
4475,Communication Studies,Ana,Viseu,5,3.1
4476,Marketing,Aleem,Visram,20,4.4
4477,Music,Sundar,Viswanathan,32,2.7
4478,Languages,Michail,Vitopoulos,27,4.2
4479,Languages,Jana,Vizmuller-Zocco,13,4
4480,Computer Science,Natalija,Vlajic,38,4.8
4481,"Languages, Literatures & Linguistics",Kendall,Vogh,1,5
4482,Biology,Richard,Vogt,1,5
4483,Accounting,Alla,Volodina,37,4.3
4484,Human Resources Management,Viktoriya,Voloshyna,5,2
4485,Dance,Mila,Volpe,4,4.2
4486,Marketing,Luciano,Volpe,54,3.8
4487,Humanities,Jonathan,Von Kodar,6,5
4488,Health,Jessica,Vorstermans,12,4.8
4489,Earth Science,George,Vukovic,2,4
4490,Biology,Lily,Vuong,0,
4491,Art Studio,Matthew,W C J Vanderwoude,0,
4492,Languages,Nicholas,W Elson,3,3.8
4493,English,Mark,Wadman,11,3.8
4494,Psychology,Randall,Waechter,3,3.3
4495,Education,Robert,Wager,2,5
4496,Languages,Anita,Wagman-Iscove,4,3.1
4497,Film,Colleen,Wagner,20,2.3
4498,Health,Amar,Wahab,0,
4499,Sociology,Amar,Wahab,48,4.6
4500,Economics,.,Wai-Ming Ho,6,4.6
4501,Music,Patricia,Wait,20,3.2
4502,History,Bob,Wakabayashi,22,4
4503,Biology,Stephanie,Wales,1,5
4504,Mathematics,Marshall,Walker,52,2.7
4505,Languages,James,Walker,28,2.8
4506,Marketing,Gail,Walker,7,2.9
4507,Science,Byron,Wall,93,4.4
4508,Humanities,Clare,Wall,1,4
4509,Nursing,Maria,Wallace,4,1
4510,Business,Mary,Waller,3,4.7
4511,Computer Science,Anthony,Wallis,57,1.7
4512,Social Science,Maria,Wallis,55,2.2
4513,Management,Brian,Walsh,2,5
4514,Sociology,christopher,walsh,0,
4515,Sociology,Phillip,Walsh,0,
4516,Sociology,Philip,Walsh,40,3.3
4517,Mathematics,Steven,Wang,32,3.8
4518,Engineering,Jian-Guo,Wang,7,3
4519,Law,Sharon,Wang,1,5
4520,Information Technology,Ingrid,Wang,1,1
4521,International Studies,Hua,Wang,0,
4522,Finance,Rui,Wang,0,
4523,Mathematics,Qiming,Wang,4,2
4524,Administration,Haiping,Wang,11,1.6
4525,Computer Science,Ping,Wang,9,3.2
4526,Computer Science,Song,Wang,21,3.5
4527,Computer Engineering,Chen,Wang,0,
4528,Human Resources Management,Gordon,Wang,43,2.6
4529,Computer Engineering,Hui,Wang,70,4
4530,Engineering,Chen-wei,Wang,1,3
4531,Human Resources Management,Jing,Wang,28,3.7
4532,Visual Arts,Holly,Ward,4,3.5
4533,Psychology,Jeffrey,Wardell,24,4.8
4534,Philosophy,Duff,Waring,49,4.6
4535,Environmental Studies,Traci,Warkentin,9,4.2
4536,Anthropology,Remi,Warner,26,2.9
4537,Psychology,Tifrah,Warner,101,3
4538,Political Science,Rosalind,Warner,13,2
4539,English,Jonathan,Warren,154,2.9
4540,Computer Science,Michael,Warton,1,1
4541,Mathematics,stephen,waston,0,
4542,Visual Arts,Scott,Waters,10,4.3
4543,Environmental Studies,Gavan,Watson,9,3.2
4544,English,Bruce,Watson,6,4.4
4545,Accounting,Donovan,Watson,0,
4546,Mathematics,Stephen,Watson,102,4.8
4547,Geography,Josh,Watterton,0,
4548,Kinesiology,Nickolas,Wattie,25,2.5
4549,Accounting,Nelson,Waweru,23,2.4
4550,Music,Rick,Waye,5,3.7
4551,Kinesiology,Noah,Wayne,3,4.7
4552,Accounting,Paul,Wayne,40,3.4
4553,English,Andy,Weaver,23,4.4
4554,Biology,Rodney,Webb,22,3.5
4555,Sociology,Jason,Webb,6,5
4556,Science,Jeremy,Webb,0,
4557,Humanities,Janet,Webber,28,3.2
4558,Humanities,Mark,Webber,14,3.1
4559,Mathematics,Maximilian,Wechsung,2,1
4560,Humanities,Brandon,Wee,5,1.8
4561,History,Ryan,Wei,61,2.9
4562,Psychology,Kristian,Weihs,4,2.8
4563,Psychology,Neil,Weiner,42,2.9
4564,Social Science,Marc,Weinstein,53,2
4565,Sociology,Lorna,Weir,24,3.1
4566,Sociology,Natalie,Weiser,4,4.8
4567,Humanities,Keith,Weiser,52,3.6
4568,Social Science,Richard,Weisman,9,3.7
4569,Sociology,Richard,Weisman,0,
4570,Psychology,Deena,Weiss,0,
4571,Music,Alexandra,Weiss,1,2.5
4572,English,Allan,Weiss,84,3.4
4573,Mathematics,Asia,Weiss,70,1.8
4574,Psychology,Jonathan,Weiss,25,4.7
4575,International Studies,Stephen,Weiss,13,3.4
4576,Management,David,Weitzner,23,4.4
4577,Business,David,Weitzner,23,2.9
4578,Psychology,Fredric,Weizmann,6,4
4579,Business,Richard,Wellen,25,4
4580,Mathematics,Zhang,Wenjing,0,
4581,Environmental Studies,Gloria,Wenyeve,0,
4582,Health,Benedict,Weobong,1,1
4583,Health Science,Benedict,Weobong,0,
4584,Management,Tom,Wesson,5,2.6
4585,Business,Tom,Wesson,14,3.3
4586,Music,Bill,Westcott,19,4.2
4587,Business,Eleanor,Westney,5,5
4588,Psychology,Tina,Weston,2,4.2
4589,Philosophy,Evan,Westra,4,5
4590,Psychology,Henny,Westra,9,3.7
4591,Music,Ron,Westray,55,4.8
4592,Fine Arts Cultural Studies,Nadine,Wettlaufer,43,2.3
4593,Computer Science,Michael,Wharton,51,3.5
4594,Business,Larry,Whatmore,4,4
4595,Biology,Keith,Wheaton,34,3.3
4596,Marketing,Jodie,Whelan,14,4.1
4597,History,Ryan,Whibbs,2,4.5
4598,Theatre,Edward,Whitall,1,5
4599,English,Nanci,White,24,2.1
4600,Sociology,Melissa,White,8,4.2
4601,Psychology,Cindel,White,12,2.6
4602,Social Science,Kimberley,White,38,4
4603,Fine Arts,Emilia,White,2,5
4604,Biology,K. Andrew,White,41,3.8
4605,Biology,Karl Andrew,White,8,3.9
4606,Mathematics,Walter,Whiteley,17,4.8
4607,Visual Arts,Tim,Whiten,17,3.5
4608,Engineering,Jim,Whiteway,6,2
4609,English,Brian,Whittaker,30,3.1
4610,Theatre,Edward,Whittall,8,5
4611,Design,Doug,Whitton,17,2.2
4612,Political Science,Sandra,Whitworth,56,3.7
4613,Administration,Theodus,Whong,1,2
4614,English,Agnes,Whtifield,0,
4615,History,William,Wicken,103,3.9
4616,Fine Arts Cultural Studies,Renate,Wickens,74,2.8
4617,Anthropology,Alexandra,Widmer,46,4.3
4618,Psychology,Jim,Wieczorek,7,3.1
4619,Psychology,Neil,Wiener,15,2.6
4620,History,Gavin,Wiens,0,
4621,Criminology,Myles,Wieselman,58,4.7
4622,Psychology,David,Wiesenthal,45,2.7
4623,Human Resources Management,Daniel,Wigfield,0,
4624,Education,Lorna,Wiggan,7,2.9
4625,Social Science,Lee,Wiggins,51,2.1
4626,Business,Roshni,Wijayasinha,0,
4627,Physics,William van,Wijngaarden,92,3
4628,Psychology,Marc,Wilchesky,10,4
4629,Psychology,Laurie,Wilcox,61,3.6
4630,Economics,Adam,Wilczynski,32,2.9
4631,Computer Science,Richard,Wilde,2,4
4632,History,Donald,Wileman,38,3.3
4633,Human Resources Management,Christa,Wilkin,12,4.1
4634,Public Administration,John,Wilkins,46,2
4635,Environmental Studies,Paul,Wilkinson,7,3.3
4636,Psychology,Frances E.,Wilkinson,3,4.2
4637,Academic Services,Adele,Wilkinson,0,
4638,Education,Terry,Wilkinson,6,1.3
4639,Environmental Studies,Joseph,William Sheridan,0,
4640,English,Deanne,Williams,46,4.6
4641,Social Work,Ken,Williams,0,
4642,Music,Ray,Williams,110,2.6
4643,Social Science,James,Williams,108,4.3
4644,Chemistry,Declan,Williams,7,2.9
4645,Social Science,Donald,Willmott,0,
4646,Languages,Tom,Wilson,91,4.3
4647,Biology,Hugh,Wilson,10,4.8
4648,Music,Ed,Wilson,65,2.3
4649,Humanities,Barrie,Wilson,27,4.8
4650,Kinesiology,Carol,Wilson,10,3.5
4651,English,David,Wilson,5,1.4
4652,Administration,Tanya,Wilson,0,
4653,Social Work,Ruth,Wilson,2,5
4654,Biology,Paula,Wilson,175,3.1
4655,Biology,Derek,Wilson,40,2.8
4656,Environmental Studies,Mark,Winfield,10,3.2
4657,"Languages, Lit., & Linguistics",Dakota,Wing,1,5
4658,Anthropology,Daphne,Winland,26,3.7
4659,Social Science,Edward,Winslow,4,4
4660,Social Science,Ted,Winslow,36,2.9
4661,Social Work,Lois,Winstock,8,3.1
4662,Education,Susan,Winton,5,4.7
4663,Psychology,Maxine,Wintre,153,2.7
4664,Psychology,.,Wintres,7,3.6
4665,Kinesiology,Sue,Wise,5,3.3
4666,English,Sherri,Wise,4,5
4667,Psychology,Melody,Wiseheart,17,2.3
4668,Film,Howard,Wiseman,4,3.9
4669,Humanities,Laura,Wiseman,13,2.5
4670,Social Work,AJ,Withers,8,2.4
4671,Political Science,Sandra,Withworth,3,4
4672,Computer Engineering,Calden,Wloka,3,5
4673,Psychology,Magdalena,Wojtowicz,0,
4674,Applied Mathematics,Woldegebriel,Woldegerima,5,4
4675,Mathematics,Woldegebriel,Woldegerima,2,5
4676,Economics,Bernie,Wolf,10,1.9
4677,Nursing,Fran,Wolfe,0,
4678,Not Specified,Karl,Wolfe,1,4
4679,Natural Sciences,Carl,Wolfe,147,3.4
4680,Health,Jimmy,Wolff,3,1.5
4681,Psychology,Margarete,Wolfram,226,1.9
4682,Biology,Thilo,Womelsdorf,5,4
4683,Mathematics,Man,Wong,3,2.5
4684,Social Science,Maria,Wong,1,1
4685,Health,Hannah,Wong,51,1.9
4686,Social Work,Edward,Wong,6,4.7
4687,Mathematics,Octavia,Wong,10,3
4688,Mathematics,Augustine,Wong,47,3.9
4689,Design,Wendy,Wong,14,2.5
4690,Social Work,"Yuk Lin ""Renita""",Wong,10,4
4691,Mathematics,Man Wah,Wong,32,3.6
4692,Humanities,Terry,Woo,0,
4693,Geography,Patricia,Wood,56,2.7
4694,Kinesiology,Tamara,Wood,20,4
4695,Humanities,Maxine,wood,0,
4696,Sociology,Lesley,Wood,25,3.9
4697,English,Richie,Woodall,31,2.3
4698,Not Specified,Rosamund,Woodhouse,13,2.8
4699,Humanities,Maxine,Woods,22,3.4
4700,English As A Second Language,Johan,Woodworth,2,5
4701,Languages,Diane,Woody,18,4.8
4702,Management,William (bill),Woof,36,4.8
4703,Social Work,William,Woolrich,79,3.3
4704,Dance,Claire,Wooten,2,2.8
4705,Social Science,Dagmara,Woronko,129,4.7
4706,Social Science,Kristin,Wozniak,0,
4707,Women's Studies,Cynthia,Wright,23,2.4
4708,Philosophy,Ian,Wright,1,4.5
4709,Business,Colleen,Wright,4,2.9
4710,Design,Aaron,Wright,0,
4711,Psychology,Kevin,Wrightworth,0,
4712,English,Katharine,Wrobel,5,4.2
4713,Kinesiology,Gillian,Wu,39,3
4714,Business,Yan Yan,Wu,3,3.5
4715,Sociology,Carly,Wu,0,
4716,Sociology,Cary,Wu,6,4.2
4717,Kinesiology,Helen,WU,15,4.6
4718,Mathematics,Yuehua Amy,Wu,14,1.5
4719,Political Science,Jenny,Wustenberg,2,3.8
4720,Health Policy  Management,Michelle,Wyndham-West,11,3.9
4721,History,Lydia,Wytenbroek,4,5
4722,Economics,LI,Xiang,22,3.2
4723,Languages,Xue Qing,Xu,20,2.8
4724,Biology,Wei,Xu,4,4
4725,Computer Science,Jia,Xu,64,1.9
4726,Languages Lit.  Linguistics,Xueqing,Xu,2,5
4727,Languages,Noriko,Yabuki-Soh,21,4.2
4728,Education,Kwabena,Yafeu,8,2.8
4729,Psychology,Maya,Yampolsky,15,4.9
4730,Business Administration,Basak,Yanar,9,3.5
4731,Mathematics,Fang,Yang,4,1
4732,Mathematics,Jihyeon,Yang,9,3.9
4733,Information Technology,Zijiang,Yang,37,3.7
4734,Computer Science,Nina,Yanin,1,1
4735,Anthropology,Jamie,Yard,5,4.5
4736,Accounting,Larry,Yarmolinsky,31,4.3
4737,Accounting,Michael,Yarmolinsky,4,5
4738,Business,Jason,Yarmolinsky,11,4.2
4739,Anthropology,Emma,Yasui,0,
4740,Visual Arts,Kevin,Yates,12,4
4741,Social Science,Carole,Yawney,11,3.7
4742,Business,David,Yeo,1,1.5
4743,Business,Scott,Yeomans,40,4.1
4744,Nursing,Linda,Yetman,1,4.5
4745,Finance,Semih,Yildirim,53,4.7
4746,Anthropology,Cagri,Yoltar,5,4.2
4747,Anthropology,Daniel,Yon,14,3
4748,Humanities,Young,Yoo,5,3.1
4749,Environmental Studies,Megan,Youdelis,2,3.3
4750,Geography,Kathy,Young,38,3.6
4751,Business,Franca,Young,0,
4752,Psychology,Jacy,Young,7,4.5
4753,Geography,Mary,Young,3,4
4754,Business,Troy,Young,45,3.3
4755,Chemistry,Cora,Young,8,4.1
4756,English,Lin,Young,1,5
4757,English,Lindsay,Young,1,4
4758,Film,Suzie,Young,58,2.2
4759,Languages,Lelia,Young,42,1.8
4760,Social Science,Douglas,Young,34,4.8
4761,Psychology,Gerald,Young,13,3
4762,Chemistry,Muhammad,Yousaf,7,3.9
4763,Accounting,Melody,Yousefian,6,1.8
4764,Business Administration,Faisal,Yousuf,0,
4765,Finance,David,YU,5,1.9
4766,Mathematics,Don,Yu,11,2.9
4767,Information Technology,Xiaohui,Yu,16,4.1
4768,Engineering,Pei,Yuan,3,4
4769,Nursing,Gabriella,Yue,30,1.2
4770,Mathematics,Cindy Fu,Yuejiao,27,3.4
4771,Marketing,Robert,Yuill,0,
4772,Languages,Hitay,Yukseker,11,2.7
4773,Biology,Feng,Yuqing,5,1.8
4774,"Languages, Literatures & Linguistics",Youri,Zabbal,14,2.9
4775,Mathematics,Mike,Zabrocki,32,3.9
4776,English,Robert,Zacharias,12,3.9
4777,Psychology,Sadia,Zafar,55,3.3
4778,Health Policy & Management,Shahram,Zaheer,4,5
4779,Administration,Faraz,Zaidi,6,5
4780,Computer Science,Farzin,Zaker,11,2.8
4781,Psychology,Justeena,Zaki-azat,27,3.4
4782,Environmental Studies,Anna,Zalik,4,4.8
4783,Mathematics,Saiful,Zaman,27,2.3
4784,Economics,Farrokh,Zandi,61,3.5
4785,Psychology,Lesley,Zannella,15,5
4786,Business,Victoria,Zaremba,19,2.9
4787,Environmental Studies,Tannaz,Zargarian,1,3
4788,Dance,Sashar,Zarif,4,3.5
4789,Film,Zaira,Zarza,3,4.7
4790,Accounting,Donna,Zathy,3,3.2
4791,Biology,Amro,Zayed,42,2.1
4792,Environmental Studies,Andrew,Zealley,0,
4793,Humanities,Selma,Zecevic,43,3.9
4794,English,Hersh,Zeifman,23,4.3
4795,International Studies,John,Zeiler,10,3.4
4796,International Business,Brian,Zeiler-Kligman,14,3.8
4797,English,Suzanne,Zelazo,12,4.4
4798,Humanities,Bernard,Zelechow,23,2.9
4799,African Studies,Elleni,Zeleke,5,2.7
4800,African Studies,E.Centime,Zeleke,0,
4801,Law,Frederick,Zemans,7,4
4802,Management,Joyce,Zemans,3,4.3
4803,Visual Arts,Carol,Zemel,4,4.6
4804,Chemistry,Tao,Zeng,28,1.9
4805,Mathematics,Hanmeng,Zhan,8,3.2
4806,Chinese,Hao,Zhang,4,4.8
4807,Mathematics,Wenjing,Zhang,6,3.2
4808,Psychology,Rui,Zhang,2,2.2
4809,Economics,Yi,Zhang,1,5
4810,Accounting,Tony,Zhang,1,5
4811,Sociology,Heidi,Zhang,0,
4812,History,Angela,Zhang,0,
4813,Computer Science,Larry,Zhang,34,2.9
4814,Biology & Chemistry,Junyan,Zhang,17,3.6
4815,Human Resources Management,Guolei (Chris),Zhang,13,3.5
4816,Communication Studies,Tracy,Zhang,6,2.2
4817,Psychology,Xijuan,Zhang,7,3.3
4818,Administration,Yanjin,Zhang,2,1
4819,Engineering,Dan,Zhang,11,1.5
4820,Mathematics,Jiashu,Zhao,0,
4821,Mathematics,Kaiqiong,Zhao,1,5
4822,Psychology,Reno,Zheng,2,5
4823,Information Technology,Xiaofeng,Zhou,30,1.8
4824,Mathematics,Zheng Hong,Zhu,7,2.4
4825,Finance,Jie,Zhu,1,4
4826,Earth Science,George,Zhu,4,2
4827,Mathematics,Huaiping,Zhu,29,3
4828,Mathematics,Hongmei,Zhu,22,3.4
4829,Computer Science,Kai,Zhuang,0,
4830,Engineering,Kai,Zhuang,16,4.8
4831,Women's Studies,Donya,Ziaee,5,4.5
4832,Languages,Shodja,Ziaian,37,3.4
4833,Not Specified,Charlene,Zietsma,6,3.6
4834,Information Technology,Morteza,Zihayat Kermani,1,5
4835,Human Resources Management,Jelena,Zikic,9,3.3
4836,English,Brett,Zimmerman,52,3.5
4837,Business,Brenda,Zimmerman,8,4.3
4838,Humanities,Rade,Ziniac,2,4.5
4839,Biology,George,Zoidl,24,2.6
4840,Health,Lorne,Zon,22,4.4
4841,Philosophy,Diane,Zorn,136,3.8
